Puunro	X	Y	Hmax	Hmean	h30	h50	h70	h90	p30	p50	p70	p90	puulaji	dbh_mm	h_dm
3651	48200.17	19376.67	10.064	6.991574	5.8794	6.9015	8.009	9.1227	0.018519	0.198413	0.452381	0.706349	lehmus	214	109
3652	48196.25	19387.92	17.292	10.984826	9.5738	11.32	13.1628	15.3606	0.123049	0.300275	0.642792	0.928375	lehmus	530	NA
3653	48193.83	19395.27	17.245	9.614739	7.2916	9.612	13.0156	15.058	0.255135	0.498378	0.672432	0.926486	lehmus	530	NA
3654	48190.96	19402.06	18.096	12.420096	10.708	12.84	14.181	16.007	0.016949	0.235504	0.537021	0.920607	lehmus	560	NA
3655	48191.04	19410.41	18.301	12.737419	11.1026	13.149	14.5382	16.7565	0.012088	0.18022	0.410989	0.782418	lehmus	443	170
3656	48189.21	19417.53	18.638	12.810336	10.595	13.154	14.9944	16.7022	0.002186	0.126776	0.42623	0.668852	lehmus	446	NA
3657	48185.68	19423.89	18.687	12.787461	10.9166	13.329	14.8482	17.3704	0.02033	0.257942	0.500635	0.847522	lehmus	473	NA
3658	48185.01	19432.59	19.133	13.574872	12.345	14.0285	15.8985	17.4555	0.020875	0.219682	0.49006	0.892644	lehmus	498	NA
3659	48181.95	19439.81	19.36	13.898038	12.7894	14.4605	15.7323	17.3399	0.009783	0.140217	0.397826	0.866304	lehmus	406	205
3660	48181.47	19447.94	18.568	13.319187	12.4466	13.906	15.5044	16.9848	0.049818	0.128797	0.46294	0.882139	lehmus	715	NA
3661	48180.09	19456.86	15.552	10.336629	8.556	10.412	12.0344	13.4616	0.01354	0.251451	0.50677	0.852998	lehmus	366	NA
3662	48177.48	19465.19	16.224	11.440056	10.2143	11.913	13.3438	14.4908	0.028	0.236	0.508	0.934	lehmus	390	NA
3663	48175.86	19472.55	17.666	12.045573	10.2386	12.43	13.921	15.9834	0.04499	0.239264	0.509202	0.842536	lehmus	409	172
3664	48174.35	19479.47	17.638	11.739599	10.4785	12.0805	13.278	15.0063	0.01831	0.153521	0.367606	0.770423	lehmus	433	NA
3665	48171.52	19488.81	17.843	12.431232	10.6906	12.556	14.2642	16.05	0	0.020151	0.196474	0.413098	lehmus	515	NA
3666	48174.9	19514.92	16.294	10.403456	8.43	10.197	12.58	14.356	0.077453	0.375215	0.643718	0.919105	lehmus	426	NA
3667	48171.56	19526.61	17.047	10.887037	9.1856	10.611	12.8196	14.8311	0.030612	0.227041	0.567602	0.784439	lehmus	490	179
3669	48166.71	19549.57	16.389	10.294142	8.3483	10.407	11.9422	14.4786	0.07377	0.362022	0.703552	0.949454	lehmus	481	NA
3670	48164.55	19560.08	15.201	10.05748	8.5417	10.4415	11.5816	13.6758	0.075529	0.287009	0.638973	0.889728	lehmus	515	NA
3671	48162.44	19573.01	12.646	8.241926	7.1052	8.15	8.9428	10.743	0.010762	0.198206	0.619731	0.878027	lehmus	486	NA
3785	48439.89	20108.4	14.419	9.21399	7.2188	9.102	11.3392	13.0358	0.135678	0.417085	0.633166	0.904523	pilari	268	NA
3786	48433.46	20103.83	13.719	9.237331	7.6388	8.939	11.0474	12.8062	0.028777	0.158273	0.489209	0.625899	pilari	250	155
3787	48426.31	20098.38	15.282	10.704615	9.1436	10.664	12.7724	14.2546	0.008547	0.111111	0.42735	0.623932	pilari	273	NA
3788	48420.58	20094.25	14.761	9.397768	7.1946	9.614	11.3364	13.7046	0.12	0.304	0.48	0.72	pilari	255	NA
3789	48413.59	20089.8	15.885	9.772486	7.1372	9.687	11.8448	14.8336	0.109827	0.34104	0.583815	0.739884	pilari	294	NA
4438	49694.14	20952.71	15.888	8.05384	5.666	7.379	9.8446	12.7542	0.334421	0.553018	0.797716	0.949429	koivu	268	NA
4439	49689.47	20948.33	12.173	7.013701	5.203	6.533	8.607	10.061	0.184713	0.509554	0.683652	0.921444	koivu	191	139
4441	49682.49	20938.01	13.28	7.537112	6.3246	7.294	8.5492	11.302	0.154062	0.498599	0.820728	0.915966	koivu	181	148
4442	49676.73	20932.54	13.208	7.950113	6.3044	7.825	9.253	11.628	0.113314	0.382436	0.648725	0.832861	koivu	208	NA
4443	49673.06	20927.42	13.207	7.434946	5.6684	7.122	8.8278	11.138	0.249201	0.507987	0.766773	0.913738	koivu	171	136
4444	49664.57	20916.45	12.942	8.00102	5.8936	8.187	10.0436	11.5086	0.187291	0.384615	0.598662	0.846154	koivu	234	NA
4445	49660.15	20911.04	13.359	6.947779	4.684	6.678	8.2665	10.7195	0.355828	0.588957	0.769939	0.944785	koivu	187	138
4446	49654.44	20906.7	14.624	7.780531	6.4415	7.3495	8.9558	11.1793	0.15625	0.5625	0.814732	0.966518	koivu	216	NA
4447	49649.87	20900.19	10.293	6.380258	5.1582	6.428	7.1696	8.8368	0.125448	0.455197	0.752688	0.917563	koivu	173	117
4448	49642.66	20893.72	10.699	6.768614	5.5678	7.0775	7.9657	8.6606	0.108466	0.396825	0.703704	0.960317	koivu	176	NA
4449	49639.5	20886.69	12.726	7.927487	6.667	7.9755	9.3808	10.6422	0.102985	0.341791	0.632836	0.932836	koivu	201	130
4450	49631.87	20878.49	10.676	6.635553	5.775	6.52	7.3384	8.9318	0.107383	0.393736	0.756152	0.912752	koivu	172	NA
4451	49628.55	20874.71	13.312	7.829454	6.2554	7.534	9.3914	11.1921	0.146707	0.482036	0.715569	0.944611	koivu	246	145
4452	49610.12	20852.27	15.159	9.926596	7.64	10.829	12.54	13.826	0.134663	0.371571	0.496259	0.812968	koivu	229	NA
4453	49604.2	20845.97	14.516	8.617253	6.976	8.763	10.038	11.986	0.148418	0.406326	0.717762	0.953771	koivu	232	155
4454	49598.6	20838.95	13.755	8.685455	7.2564	9.101	10.3724	12.0788	0.169096	0.309038	0.603499	0.868805	koivu	211	NA
4455	49593.17	20833.15	14.099	7.98166	6.0275	7.4435	9.436	12.1135	0.216749	0.549261	0.736453	0.935961	koivu	215	156
4456	49588.12	20825.8	11.899	6.91018	5.3307	6.8085	8.0805	9.9254	0.248	0.496	0.742	0.942	koivu	205	NA
4457	49582.97	20818.43	11.388	7.5561	6.2	7.408	8.803	10.245	0.039139	0.344423	0.598826	0.841487	koivu	226	138
4458	49571.14	20806.14	12.844	7.250226	5.689	6.61	8.5124	10.6766	0.201413	0.583039	0.784452	0.946996	koivu	185	NA
4459	49566.6	20802.02	10.79	6.666446	5.458	6.5345	7.735	9.1322	0.127907	0.426357	0.697674	0.914729	koivu	181	125
4460	49562.82	20796.66	13.67	7.697748	6.1108	7.22	8.7268	11.773	0.185507	0.588406	0.791304	0.927536	koivu	210	NA
4462	49583.86	20794.46	52.502	9.127979	6.0246	9.4185	11.0453	12.9951	0.987395	0.987395	0.987395	0.987395	koivu	227	164
4463	49589.08	20799.25	13.97	7.154662	5.17	6.716	8.028	11.952	0.327402	0.6121	0.797153	0.903915	koivu	222	NA
4464	49596.62	20808.15	10.287	7.087944	6.0044	7.057	8.4114	9.423	0.024	0.216	0.488	0.632	koivu	190	128
4465	49602.01	20813.95	11.85	7.551074	6.0842	7.111	9.3164	10.1132	0.07377	0.344262	0.581967	0.803279	koivu	202	NA
4466	49606.27	20820.74	14.804	7.81661	5.3615	7.099	9.801	12.663	0.316176	0.588235	0.720588	0.867647	koivu	202	176
4467	49612.42	20826.42	10.949	7.799934	6.2399	7.841	9.4925	10.3981	0.039474	0.236842	0.427632	0.657895	koivu	201	NA
4468	49617.41	20834.22	9.669	6.010272	4.8911	5.91	7.3072	8.0424	0.114035	0.421053	0.649123	0.903509	koivu	159	94
4469	49622.95	20840.14	10.693	6.684794	5.5993	6.392	7.7191	9.4449	0.06686	0.438953	0.68314	0.886628	koivu	217	NA
4470	49630.68	20848.99	8.43	6.047873	5.5252	6.026	6.6316	7.7098	0.079365	0.132275	0.513228	0.814815	koivu	145	86
4471	49635.67	20855	11.614	6.769742	5.2866	6.697	7.9509	9.6573	0.195652	0.491848	0.793478	0.945652	koivu	183	NA
4472	49641.15	20861.57	13.102	7.343941	5.3738	7.357	8.842	10.9908	0.259965	0.518198	0.79896	0.961872	koivu	217	141
4473	49645.91	20869.22	13.094	7.270704	5.8066	6.863	8.5907	11.3077	0.233677	0.579038	0.783505	0.936426	koivu	206	NA
4474	49651.56	20875.79	11.068	6.418316	5.0822	5.821	7.6908	9.173	0.168717	0.550088	0.72935	0.943761	koivu	192	123
4475	49656.39	20881.58	9.691	6.63797	5.6224	6.667	8.2376	8.7954	0.128358	0.277612	0.59403	0.755224	koivu	166	NA
4476	49661.24	20887.11	11.488	6.915298	5.5583	6.6655	8.3216	9.9211	0.102837	0.460993	0.670213	0.890071	koivu	160	134
4477	49664.59	20891.05	8.341	5.587774	4.903	5.428	6.097	7.229	0.057471	0.245211	0.643678	0.846743	koivu	145	NA
4478	49673.85	20903.21	11.68	7.048853	5.6979	7.214	8.2378	9.7392	0.223039	0.397059	0.786765	0.95098	koivu	192	107
4479	49678.34	20904.99	11.005	7.540021	5.4948	8.57	9.1878	10.04	0.11588	0.321888	0.390558	0.536481	koivu	210	NA
4480	49681.79	20910.95	14.959	9.025245	7.6682	8.748	10.9806	13.2006	0.180879	0.426357	0.682171	0.901809	koivu	239	177
4481	49685.28	20917.18	11.932	7.354824	5.9057	7.277	8.8181	9.8379	0.098901	0.351648	0.568681	0.862637	koivu	171	NA
4482	49693.04	20922.7	14.461	8.204746	5.5864	8.8615	10.6085	12.6598	0.266467	0.473054	0.643713	0.868263	koivu	202	176
4483	49695.6	20928.88	12.326	7.384404	5.5245	7.091	8.658	11.2005	0.179775	0.44382	0.707865	0.839888	koivu	176	NA
4484	49700.14	20933.01	14.826	8.884955	6.046	9.8	11.336	13.042	0.28164	0.399287	0.590018	0.893048	koivu	236	178
4485	49703.52	20936.68	13.528	7.795773	5.6542	7.3585	9.6195	11.803	0.236246	0.488673	0.669903	0.885113	koivu	241	NA
4486	49710.12	20938.42	11.322	6.103496	4.9312	5.509	6.8953	8.857	0.228102	0.656934	0.844891	0.990876	koivu	205	122
4675	49686.65	20363.26	6.97	4.438735	3.6896	4.2895	4.9336	5.8255	0.117647	0.426471	0.705882	0.897059	lehmus	148	80
4676	49690.52	20368.39	7.822	4.835457	4.2714	4.693	5.1441	6.4247	0.130435	0.423913	0.76087	0.913043	lehmus	187	NA
4677	49695.08	20371.63	10.338	4.57965	4.0016	4.44	4.9364	5.753	0.436893	0.912621	0.990291	0.990291	lehmus	170	89
4678	49697.83	20378.53	7.523	5.037297	3.9767	5.4495	5.7808	6.7857	0.109375	0.375	0.46875	0.796875	lehmus	173	NA
4679	49701.4	20383.32	6.89	4.735419	4.087	4.892	5.391	6.163	0.225806	0.322581	0.516129	0.806452	lehmus	142	85
4680	49705.37	20388.56	6.287	3.913741	3.4424	3.7655	4.2949	5.201	0.206897	0.568966	0.827586	0.948276	lehmus	142	NA
4681	49700.4	20351.91	5.446	4.268048	4.0388	4.366	4.6264	5.0684	0	0.142857	0.222222	0.492063	lehmus	131	63
4683	49716.6	20374.87	6.486	4.765865	4.1105	5.0135	5.5782	6.0391	0.115385	0.269231	0.442308	0.769231	lehmus	150	NA
4684	49725.02	20385.8	5.883	4.254257	3.5654	4.235	4.765	5.415	0.114286	0.314286	0.514286	0.714286	lehmus	141	72
4685	49734.13	20397.26	6.408	4.553111	3.8704	4.4525	5.107	5.9921	0.041667	0.319444	0.569444	0.805556	lehmus	172	NA
4686	49743.12	20408.75	10.658	4.185174	3.6825	3.9065	4.3235	4.888	0.782609	0.956522	0.956522	0.956522	lehmus	156	69
4687	49752.87	20423.11	5.363	4.293024	4.1263	4.384	4.6552	5.0097	0	0.119048	0.190476	0.357143	lehmus	146	NA
4688	49761.75	20433.03	9.904	4.292173	3.613	4.122	4.5931	5.3106	0.480769	0.942308	0.980769	0.980769	lehmus	164	78
4736	50226.82	20340.1	15.665	10.705436	8.7614	11.347	13.0158	14.1832	0.065003	0.275091	0.49454	0.863235	vaahtera	571	NA
4737	50233.43	20343.23	19.868	13.607614	11.8641	14.924	16.3869	17.5924	0.097913	0.222311	0.44275	0.892991	vaahtera	467	211
4738	50243.43	20345.78	19.214	15.118508	13.9423	15.961	17.25	18.1	0.022634	0.077503	0.305898	0.735254	vaahtera	638	NA
4739	50250.4	20345.01	19.315	16.160247	16.4407	16.8185	17.2501	18.282	0.019481	0.045455	0.123377	0.707792	vaahtera	493	222
4740	50258.54	20340.79	27.831	11.831533	8.8096	10.423	11.3734	23.7662	0.398998	0.834725	0.874791	0.901503	vaahtera	236	NA
4741	50266.72	20342.02	27.882	18.594346	10.654	23.606	25.4493	25.758	0.22752	0.365123	0.434605	0.501362	vaahtera	249	136
4742	50272.84	20343.26	27.387	17.481402	9.8332	21.246	25.4548	25.7028	0.254958	0.416431	0.475921	0.543909	vaahtera	237	NA
4745	50293.54	20345.95	24.684	7.539366	5.968	8.259	9.3525	11.0575	0.565642	0.998603	0.998603	0.998603	vaahtera	259	NA
4746	50302.39	20344.72	10.538	7.34649	6.2357	7.7135	8.3118	9.4596	0.02657	0.176329	0.352657	0.710145	vaahtera	200	125
4747	50307.05	20345.72	12.081	7.397174	6.281	7.489	8.12	10.001	0.004338	0.27115	0.535792	0.843818	vaahtera	207	NA
4748	50313.1	20347.85	12.95	8.530096	7.4064	8.545	9.557	11.0416	0.00531	0.132743	0.424779	0.718584	vaahtera	290	130
4749	50320.71	20347.73	13.43	8.713649	7.7186	8.9765	9.9675	11.4159	0.011111	0.206667	0.355556	0.704444	vaahtera	256	NA
4750	50326.43	20349.07	12.41	8.929801	7.056	9.103	10.721	11.907	0.034826	0.199005	0.358209	0.572139	vaahtera	213	123
4751	50334.52	20354.21	11.133	7.082402	6.3745	7.102	7.649	8.7129	0	0.095361	0.404639	0.819588	vaahtera	225	NA
4752	50344.61	20353.66	11.36	8.287807	7.0046	8.692	9.555	10.4086	0	0.022422	0.237668	0.466368	vaahtera	209	134
4753	50349.71	20353	11.6	7.814736	6.795	7.77	8.5364	9.9983	0	0.057851	0.35124	0.702479	vaahtera	216	NA
4754	50358.01	20353.23	10.3	8.177282	7.453	8.645	9.1905	9.766	0	0.030242	0.122984	0.322581	vaahtera	245	125
4758	50254.1	20316.18	14.46	8.931027	6.8268	9.019	10.6082	12.1896	0.083243	0.355676	0.571892	0.903784	vaahtera	225	134
4759	50261.06	20318.96	12.354	8.768487	7.3348	9.484	10.3322	11.0092	0.046897	0.22069	0.355862	0.703448	vaahtera	193	NA
4760	50262.54	20319.64	13.116	8.370329	7.051	8.226	9.5668	10.8348	0.035008	0.327245	0.630137	0.946728	vaahtera	210	134
4761	50271.42	20321.31	11.188	7.71559	6.657	7.935	8.793	9.741	0.008969	0.156951	0.336323	0.605381	vaahtera	204	NA
4762	50277.27	20320.63	10.715	8.200355	7.7125	8.6285	9.2655	9.9915	0	0.027027	0.219595	0.287162	vaahtera	179	117
4763	50284.98	20320.75	11.93	9.032142	8.646	9.107	9.5024	10.834	0	0	0.052308	0.153846	vaahtera	205	NA
4766	50305.07	20326.01	11.443	8.558067	7.4964	8.789	10.0224	10.5978	0.002247	0.074157	0.274157	0.478652	vaahtera	216	134
4767	50313.4	20326.91	11.921	7.989547	6.682	8.1035	9.2042	10.3547	0.0125	0.125	0.4475	0.67	vaahtera	223	NA
4768	50320.06	20326.8	10.316	7.921894	7.518	8.508	8.9834	9.5754	0.013544	0.176072	0.300226	0.758465	vaahtera	228	116
4769	50346.76	20327.83	27.644	10.245471	8.1687	9.928	11.1409	12.6313	0.390909	0.96	0.96	0.96	vaahtera	287	NA
4770	50354.31	20329.83	27.234	8.275126	7.3744	8.246	9.3468	10.4996	0.643836	0.994521	0.994521	0.994521	vaahtera	223	118
4771	50360.79	20335.07	12.233	8.995302	8.414	9.179	10.1744	11.3828	0.008511	0.119149	0.242553	0.561702	vaahtera	274	NA
4772	50366.62	20335.43	13.642	9.786925	8.5088	10.231	11.173	12.4022	0	0.058824	0.254902	0.454902	vaahtera	231	155
4773	50374.77	20336.99	10.803	7.392676	6.064	7.48	8.992	9.76	0.037383	0.211838	0.46729	0.669782	vaahtera	205	NA
4774	50382.6	20340.44	12.885	8.502924	7.1298	8.504	9.8884	11.228	0.007619	0.285714	0.552381	0.857143	vaahtera	236	124
4775	50394.17	20362.7	7.334	5.591967	5.1976	5.629	6.0665	6.6699	0.01341	0.091954	0.427203	0.846743	vaahtera	166	NA
4777	50408.73	20363.74	6.998	4.903129	4.1082	4.923	5.769	6.48	0.102041	0.353741	0.571429	0.795918	vaahtera	151	91
4778	50414.6	20365.63	9.859	6.721158	5.7407	6.713	7.5528	8.4909	0	0	0.233696	0.478261	vaahtera	191	NA
4779	50421.94	20365.98	11.487	6.756135	5.9254	7.176	7.9024	9.0234	0.173028	0.480916	0.849873	0.979644	vaahtera	227	112
4780	50429.71	20366.54	10.55	6.994051	5.9309	6.9705	7.9051	9.297	0.054152	0.32491	0.628159	0.882671	vaahtera	176	NA
4782	50442.69	20368.71	12.993	9.254708	8.437	9.46	10.579	12.0166	0.049057	0.149865	0.56496	0.871159	vaahtera	268	138
4783	50448.72	20369.97	9.967	7.428164	6.9046	7.649	8.1944	8.8274	0	0.007366	0.132597	0.314917	vaahtera	217	NA
4788	50411.28	20344.01	14.474	9.658241	8.22	9.772	11.07	12.892	0.049924	0.270802	0.597579	0.889561	vaahtera	271	NA
4789	50402.31	20340.68	11.919	7.843577	7.2431	8.0915	8.8507	10.1125	0.073359	0.287645	0.718147	0.971042	vaahtera	255	134
4790	50395.57	20342.55	12.785	8.336537	7.292	8.238	9.403	10.498	0.008942	0.162444	0.493294	0.819672	vaahtera	268	NA
4791	50445.16	20338.94	11.129	8.023045	7.3185	8.3735	9.0695	9.5935	0.009865	0.136033	0.36812	0.851506	pihlaja	530	116
4792	50444.27	20333.81	11.867	8.031731	6.3099	8.6965	9.391	10.8264	0.070098	0.296362	0.420142	0.758651	pihlaja	508	NA
4793	50448.82	20328.78	17.087	8.515941	7.3726	8.7055	10.025	11.5451	0.218634	0.52784	0.906459	0.999258	pihlaja	530	133
4795	50470.62	20307.78	11.221	7.986138	6.628	7.763	9.1574	10.3364	0.001745	0.062827	0.359511	0.633508	pihlaja	478	NA
4796	50479.51	20306.45	12.96	8.669507	7.3928	8.769	10.3518	11.49	0.092007	0.288926	0.54746	0.920483	pihlaja	520	137
4797	50491.49	20307.02	12.093	8.078349	6.7636	7.673	10.0228	10.7564	0.067246	0.355497	0.628636	0.950132	pihlaja	441	NA
4798	50499.26	20309.45	11.254	7.695016	6.4345	8.119	9.1665	10.1795	0.079427	0.236979	0.419922	0.688802	pihlaja	469	116
4799	50509.15	20310.95	11.139	8.813706	8.281	8.8975	9.7264	10.415	0.007886	0.058885	0.137224	0.568875	pihlaja	461	NA
4801	50524.06	20327.98	11.109	8.370592	7.7303	8.4005	9.2258	10.2608	0.020228	0.103216	0.426867	0.811722	pihlaja	461	NA
4802	50531.65	20336.43	11.01	8.093542	6.649	8.529	9.545	10.192	0.001507	0.119538	0.330989	0.492717	pihlaja	437	122
4803	50533.17	20348.2	9.886	6.896842	5.3467	7.464	8.0189	9.3	0.038515	0.255602	0.403361	0.620448	pihlaja	400	NA
4804	50531.91	20359.73	10.56	7.863562	6.8265	8.3375	9.2385	9.8775	0.043436	0.186293	0.336873	0.619691	pihlaja	515	123
4805	50534.98	20365.59	10.83	8.232678	7.6424	8.684	9.2406	10	0	0.054393	0.209205	0.380753	vaahtera	211	116
4808	50557.37	20365.42	24.49	7.773462	6.2938	7.678	9.0424	10.734	0.647266	0.978836	0.987654	0.992945	vaahtera	187	NA
4809	50564.81	20366.83	23.062	8.447615	7.2344	7.9525	9.2061	11.5192	0.528169	0.926761	0.998592	0.998592	vaahtera	224	122
4810	50567.52	20367.32	23.264	9.877514	8.2918	9.727	11.7054	13.7238	0.259552	0.687747	0.988142	0.988142	vaahtera	234	NA
4811	50574.51	20368.21	24.307	10.841432	8.3692	10.018	11.7942	18.9282	0.29368	0.80223	0.882528	0.912268	vaahtera	278	133
4812	50579.79	20369.03	24.273	7.760504	6.8921	7.785	8.5629	9.5362	0.69224	0.98545	0.989859	0.993827	vaahtera	298	NA
4813	50493.39	20379.06	12.042	8.438503	7.2854	8.5485	9.4796	11.3097	0.002985	0.138806	0.356716	0.662687	vaahtera	234	132
4817	50517.21	20387.95	18.053	11.134559	9.1606	10.9285	13.1321	15.6257	0.07369	0.366812	0.664847	0.913755	vaahtera	199	NA
4818	50523.31	20389.21	17.858	10.970935	8.1558	11.243	13.2858	15.2782	0.083969	0.401527	0.652672	0.918321	vaahtera	196	104
4819	50534.81	20386.22	10.787	7.228526	6.1246	7.414	8.1658	9.092	0.005693	0.286528	0.552182	0.916509	vaahtera	191	NA
4820	50542.71	20391.62	20.192	10.242498	7.5248	9.168	12.408	15.8227	0.253036	0.603239	0.766532	0.952092	vaahtera	212	125
4821	50547.99	20388.5	10.501	7.149565	6.1694	7.167	8.0648	9.198	0	0.072948	0.31003	0.6231	vaahtera	188	NA
4822	50551.46	20392.99	16.008	8.325217	5.6616	8.614	10.7124	13.0842	0.373519	0.549244	0.756028	0.979567	vaahtera	234	139
4824	50571.51	20392.64	13.421	9.232502	8.067	9.515	10.696	11.9632	0.038382	0.215023	0.491952	0.836979	vaahtera	304	NA
4825	50579.55	20391.86	11.54	8.089576	7.21	8.245	9.0679	9.9411	0.020767	0.192758	0.57508	0.974973	vaahtera	267	104
4826	50585.53	20394.51	12.303	8.497888	7.6835	8.667	9.236	10.42	0.010433	0.202247	0.646067	0.96549	vaahtera	261	NA
4827	50595.08	20396.74	10.586	5.494602	4.947	5.3385	5.927	6.421	0.097561	0.744841	0.973734	0.973734	vaahtera	216	76
4828	50631.62	20403.77	11.07	7.127472	5.5102	7.845	8.4394	9.0074	0.009156	0.356053	0.448627	0.876907	vaahtera	306	NA
5251	50779.79	19337.51	8.112	5.469056	4.7388	5.5005	6.2274	7.1756	0.106481	0.372685	0.671296	0.921296	lehmus	258	NA
5252	50768.01	19337.59	8.842	5.776443	4.9812	5.684	6.7202	7.5854	0.109415	0.396947	0.653944	0.933842	lehmus	220	91
5255	50756.8	19336.16	10.969	7.553856	6.2679	7.7715	9.0138	9.8104	0.053681	0.317485	0.555215	0.900307	lehmus	366	NA
5256	50749.71	19337.29	11.323	7.893022	6.7948	8.021	9.061	10.3106	0.053541	0.279793	0.582038	0.908463	lehmus	338	129
5257	50743.84	19336.57	12.565	7.824243	6.1278	8.102	9.2022	10.8174	0.137441	0.42654	0.718799	0.951027	lehmus	326	NA
5258	50737.73	19336.11	12.423	7.787732	5.8308	7.738	9.3548	11.039	0.091339	0.401575	0.64252	0.886614	lehmus	368	136
5259	50732.8	19335.88	11.603	7.891069	6.8654	8.202	9.1412	10.245	0.096892	0.276051	0.572212	0.921389	lehmus	359	NA
5261	50716	19335.33	10.311	6.564878	5.4445	6.144	7.474	9.1805	0.087413	0.43007	0.699301	0.884615	lehmus	289	NA
5262	50710.75	19334.64	10.943	6.967488	6.045	6.9985	7.8425	9.04	0.028902	0.265896	0.563584	0.881503	lehmus	310	119
5263	50703.53	19334.41	10.567	6.695976	5.448	6.6455	7.7245	9.2395	0.101399	0.440559	0.741259	0.944056	lehmus	276	NA
5264	50698.31	19334.84	10.363	6.677852	5.5644	6.525	7.677	9.0239	0.011834	0.275148	0.544379	0.760355	lehmus	272	120
5265	50691.32	19333.72	7.85	5.756313	5.2294	5.647	6.395	6.9562	0.00627	0.053292	0.278997	0.633229	lehmus	217	NA
5266	50686.63	19334.07	10.095	6.46876	5.4399	6.3995	7.4348	8.9079	0.118421	0.404605	0.743421	0.953947	lehmus	256	102
5267	50681.41	19333.18	9.914	6.99924	5.8755	7.182	8.083	8.996	0.017341	0.280347	0.514451	0.864162	lehmus	278	NA
5268	50676.21	19333.15	9.972	6.36956	5.3218	6.4475	7.3019	8.6568	0.078704	0.388889	0.763889	0.94213	lehmus	253	108
5269	50670.88	19334.59	8.489	5.742304	5.1204	5.91	6.597	7.3554	0.115974	0.323851	0.671772	0.982495	lehmus	242	NA
5270	50665.78	19334.48	8.153	5.559216	4.8067	5.4505	6.538	7.3435	0.021605	0.237654	0.515432	0.697531	lehmus	269	87
5271	50660.22	19333.47	8.063	5.46885	4.6582	5.403	6.3416	7.2306	0.089109	0.378218	0.615842	0.889109	lehmus	227	NA
5273	50648.05	19334.14	6.975	4.935209	4.273	4.974	5.623	6.369	0.069098	0.333973	0.616123	0.890595	lehmus	221	NA
5274	50642.55	19331.12	7.173	4.772566	4.117	4.694	5.507	6.3432	0.132394	0.44507	0.709859	0.949296	lehmus	241	74
5275	50637.15	19332.69	8.802	5.843702	5.2	5.9825	6.5772	7.7972	0.12439	0.35122	0.729268	0.941463	lehmus	237	NA
5276	50631.27	19330.79	8.022	5.468338	4.768	5.437	6.103	7.198	0.099698	0.365559	0.716012	0.942598	lehmus	221	93
5277	50624.95	19331.2	8.03	5.539136	4.7213	5.268	5.9024	7.6138	0.012346	0.17284	0.506173	0.746914	lehmus	211	NA
5278	50621.61	19332.89	8.064	5.975138	5.4615	5.962	6.7979	7.3427	0.014019	0.161215	0.432243	0.733645	lehmus	221	81
5279	50614.62	19331.99	8.921	6.56211	5.984	6.5635	7.201	8.205	0	0.098266	0.213873	0.543353	lehmus	235	NA
5280	50610.47	19332.54	8.243	5.734228	5.1906	5.755	6.2873	7.1537	0.043046	0.225166	0.602649	0.900662	lehmus	221	81
5281	50604.57	19329.97	8.556	6.016497	5.451	5.975	6.6722	7.3404	0.013889	0.138889	0.525	0.861111	lehmus	252	NA
5282	50597.75	19330.18	8.19	5.815328	5.0191	5.7625	6.5238	7.1684	0	0.065693	0.386861	0.624088	lehmus	226	91
5283	50590.59	19329.5	10.128	6.835152	5.8879	6.621	7.5561	9.0051	0.015152	0.132035	0.465368	0.722944	lehmus	281	NA
5284	50584.49	19328.73	9.583	6.700497	5.9142	6.721	7.6446	8.6972	0.049251	0.259101	0.633833	0.912206	lehmus	247	98
5285	50577.87	19329.26	11.026	7.447886	6.7244	7.5195	8.719	10.0641	0.068182	0.266234	0.646104	0.912338	lehmus	266	NA
5286	50577.87	19329.26	11.026	7.447886	6.7244	7.5195	8.719	10.0641	0.068182	0.266234	0.646104	0.912338	lehmus	310	124
5287	50565.99	19330.61	10.487	7.04502	6.1905	7.168	8.2675	9.5021	0.109091	0.304545	0.634091	0.909091	lehmus	300	NA
5288	50559.97	19329.72	10.893	7.231398	6.0464	7.431	8.6354	9.5726	0.076125	0.370242	0.605536	0.941176	lehmus	255	108
5289	50554.5	19329.7	11.679	7.292506	5.9522	7.326	8.5122	9.99	0.106236	0.424942	0.720554	0.946882	lehmus	345	NA
5290	50549.41	19324.91	9.996	6.661451	5.691	6.837	7.7975	8.5795	0.046948	0.244131	0.460094	0.71831	lehmus	217	109
5295	50530.08	19297.07	7.131	5.66525	5.3547	5.8375	6.18	6.6333	0.005952	0.011905	0.178571	0.375	lehmus	177	NA
5296	50526.67	19291.58	7.098	5.25611	4.579	5.311	5.807	6.371	0.007117	0.149466	0.508897	0.882562	lehmus	184	70
5297	50519.48	19294.38	8.885	5.946118	5.1755	5.825	6.6505	7.696	0.012019	0.204327	0.53125	0.75	lehmus	258	NA
5298	50512.38	19292.26	7.285	5.274234	4.754	5.372	5.815	6.707	0.065134	0.214559	0.582375	0.881226	lehmus	197	78
5300	50497.97	19291.99	6.071	4.383095	3.778	4.4515	4.915	5.57	0.037162	0.283784	0.429054	0.726351	lehmus	188	63
5301	50490.53	19291.33	7.266	5.473562	4.79	5.73	6.186	6.765	0	0.085409	0.295374	0.441281	lehmus	224	NA
5302	50483.97	19291.32	8.419	5.680778	5.2184	5.572	6.0136	7.0176	0.008368	0.108787	0.476987	0.828452	lehmus	213	80
