Puunro	X	Y	Hmax	Hmean	h30	h50	h70	h90	p30	p50	p70	p90	puulaji	dbh_mm	h_dm
3310	48132.18	20008.62	14.793	9.252271	7.0736	9.761	11.1944	12.9254	0.091153	0.369973	0.627346	0.930295	lehmus	292	154
3311	48151.31	20004.52	21.657	10.230726	8.447	10.7255	11.9191	14.3471	0.23913	0.681159	0.976449	0.992754	lehmus	327	NA
3312	48149.32	20014.98	16.764	10.363007	8.16	9.725	12.17	15.0774	0.036832	0.381215	0.668508	0.843462	lehmus	327	NA
3313	48154.32	20020	20.837	11.551421	9.47	11.093	13.359	16.3	0.089872	0.479315	0.787447	0.987161	lehmus	351	178
3314	48155.81	20029.02	21.076	10.64137	9.493	10.471	12.532	15.075	0.174061	0.619454	0.90273	0.998294	lehmus	336	NA
3315	48152.09	20039.37	16.985	10.567023	8.4819	10.7915	12.7882	15.1228	0.09	0.42125	0.67875	0.92125	lehmus	387	NA
3316	48158.81	20044.06	21.517	10.770449	8.6742	10.7655	12.7967	15.0528	0.197977	0.57948	0.942197	0.992775	lehmus	378	NA
3317	48155.59	20055.52	15.583	10.487519	9.1443	10.5375	11.9668	13.3599	0.008772	0.192982	0.570175	0.910526	lehmus	334	152
3318	48161.84	20061.67	20.764	9.943352	7.8588	10.291	12.678	14.844	0.277035	0.613609	0.922236	0.99757	lehmus	331	NA
3319	48158.97	20071.34	16.837	10.038355	9.0855	10.3645	12.3555	14.423	0.157761	0.342239	0.701018	0.933842	lehmus	330	NA
3320	48159.9	20080.03	16.258	10.262852	8.7095	10.3005	12.0284	13.9705	0.038806	0.264179	0.58806	0.868657	lehmus	354	NA
3322	48170.28	20093.95	13.833	8.548769	6.929	8.011	9.516	12.3075	0.006726	0.244395	0.573991	0.778027	lehmus	333	138
3323	48177.5	20097.29	14.279	9.289898	7.989	9.189	10.339	12.862	0.023355	0.269639	0.611465	0.857749	lehmus	303	NA
3324	48197.93	20109.88	12.15	8.052995	6.6526	8.109	9.6782	11.1216	0.061125	0.281174	0.518337	0.760391	lehmus	379	NA
3325	48203.41	20119.25	14.987	7.630417	6.303	7.25	8.7454	10.784	0.19376	0.661741	0.91133	0.998358	lehmus	330	NA
3326	48215.02	20118.25	14.988	9.422208	7.2885	9.2095	10.9565	13.3138	0.011438	0.29085	0.517974	0.718954	lehmus	374	152
3327	48223.55	20123.15	13.149	9.026146	7.8323	9.26	10.071	11.9672	0.023292	0.18323	0.423913	0.826087	lehmus	349	NA
3328	48231.39	20118.37	21.59	10.471659	7.982	10.232	12.392	15.334	0.28229	0.63249	0.91478	0.980027	lehmus	520	NA
3330	48251.85	20121.49	22.943	11.104811	8.2381	10.145	13.478	16.4522	0.296639	0.636975	0.89916	0.989916	lehmus	537	215
3355	48261.4	20147	18.685	10.488942	7.77	10.958	12.568	15.579	0.229833	0.448503	0.816844	0.950279	lehmus	730	NA
3356	48251.32	20144.08	13.839	8.585221	6.9442	8.718	10.4904	12.2544	0.14069	0.353103	0.616552	0.862069	lehmus	298	NA
3357	48240.62	20144.53	17.654	10.603581	8.1743	10.3895	13.0298	15.7344	0.189853	0.414894	0.676759	0.909984	lehmus	541	NA
3358	48230.81	20142.09	17.537	10.320522	8.1264	10.469	11.6993	15.194	0.140777	0.407767	0.791262	0.952427	lehmus	494	180
3359	48221.06	20145.76	21.668	11.645752	8.35	10.5205	14.4695	18.478	0.223716	0.51956	0.734719	0.906479	lehmus	452	NA
3360	48212.04	20146.32	16.342	9.022765	7.529	8.6735	9.893	12.7045	0.133201	0.560636	0.813121	0.960239	lehmus	403	NA
3361	48211.57	20159.45	19.36	11.621199	8.875	11.095	14.849	17.897	0.132075	0.367575	0.6471	0.795947	lehmus	342	NA
3363	48184.79	20158	15.129	10.062464	8.772	10.211	10.9055	13.192	0.034722	0.225694	0.671875	0.911458	lehmus	421	NA
3365	48172.87	20151.87	11.411	7.523134	6.3436	7.4625	8.5756	9.8492	0.037037	0.310185	0.613426	0.914352	lehmus	337	NA
3371	48130.01	19998.38	16.207	10.734892	9.1034	10.7995	12.843	14.7645	0.084314	0.296078	0.623529	0.892157	lehmus	349	NA
3373	48126.63	19983.35	20.507	13.852345	10.991	14.3985	17.1962	18.989	0.053226	0.203226	0.429032	0.566129	lehmus	430	NA
3374	48126.07	19975.44	18.328	11.188953	8.6982	10.976	13.413	16.3262	0.088657	0.357236	0.645372	0.842243	lehmus	408	NA
3376	48123.09	19958.84	17.723	10.84371	8.7994	10.36	12.978	15.703	0.093023	0.432916	0.692308	0.924866	lehmus	406	199
3378	48115.49	19946.81	21.12	9.790187	8.0495	10.134	11.3911	14.0311	0.259615	0.678846	0.948077	0.994231	lehmus	320	NA
3380	48110.95	19931.23	21.465	9.013587	6.9309	8.5775	10.2632	12.8263	0.378834	0.805215	0.961656	0.961656	lehmus	354	150
3381	48108.06	19924.31	12.793	8.425987	7.05	8.616	9.657	11.76	0.076736	0.354446	0.668697	0.869671	koivu	288	NA
3382	48098.94	19924.87	12.25	7.617344	6.055	7.266	8.924	11.287	0.14329	0.466196	0.70333	0.875883	koivu	279	141
3383	48086.66	19924.42	16.28	9.373586	6.9415	8.9775	11.137	14.2927	0.168016	0.502024	0.758097	0.925101	koivu	284	NA
3384	48076.4	19926.09	15.132	9.542282	7.6744	9.65	12.0006	13.5148	0.215593	0.403341	0.601432	0.914081	mänty	427	163
3386	48132.69	19935.01	17.339	10.577701	8.243	10.6595	12.576	15.087	0.133598	0.416667	0.718254	0.951058	lehmus	401	NA
3387	48134.63	19943.15	16.993	10.848367	8.708	10.576	12.8048	15.7928	0.058166	0.447427	0.671141	0.868009	lehmus	336	NA
3389	48141.35	19949.83	21.298	11.394585	9.374	10.706	13.8668	15.6238	0.169367	0.564065	0.891016	0.986745	lehmus	375	NA
3390	48142.83	19957.96	21.507	11.230106	9.1133	10.743	13.2732	15.3702	0.112342	0.564873	0.871835	0.974684	lehmus	362	183
3391	48140.12	19967.19	16.923	10.10009	8.4442	9.995	12.3403	14.4855	0.147619	0.444444	0.704762	0.955556	lehmus	337	NA
3392	48145.66	19975.44	20.083	10.96533	8.7128	10.695	13.1856	15.3996	0.171034	0.525517	0.783448	0.993103	lehmus	360	NA
3393	48147.78	19984.47	21.082	10.740467	8.1863	10.565	13.3094	15.4956	0.222384	0.540698	0.875	0.994186	lehmus	359	NA
3394	48147.82	19987.26	20.409	7.839151	5.8147	8.0815	10.3196	12.7484	0.45814	0.783721	0.995349	0.995349	lehmus	279	169
3395	48144.06	19999.61	14.605	9.356967	7.7304	9.181	10.7426	12.9394	0.01626	0.360434	0.663957	0.899729	lehmus	292	NA
3396	48174.18	19923.78	15.714	11.820976	11.0551	12.4855	13.5602	14.7608	0.044818	0.142857	0.369748	0.780112	lehmus	146	85
3400	48209.98	19941.84	9.797	4.327824	3.4572	4.086	4.7784	6.352	0.561798	0.861423	0.977528	0.981273	lehmus	194	90
3401	48219.12	19950.97	7.363	4.436507	3.8898	4.298	4.9189	6.0101	0.18	0.576667	0.823333	0.983333	lehmus	195	NA
3406	48281.18	19995.33	10.323	7.3213	6.6694	8.347	9.1877	9.8868	0.2	0.3	0.3	0.6	pilari	185	120
3407	48295.24	19965.59	18.405	12.080596	9.7568	13.166	14.48	16.4976	0.071313	0.293355	0.461912	0.799028	koivu	414	183
3408	48305.4	19960.03	10.788	5.929877	4.563	5.7435	7.0593	8.6634	0.258772	0.54386	0.789474	0.960526	lehmus	264	114
3409	48314.73	19959.81	10.749	5.920532	4.78	5.53	6.781	8.6	0.213296	0.531856	0.814404	0.950139	lehmus	290	NA
3410	48320.49	19961.25	10.571	6.529197	5.7503	6.4055	7.4008	9.0132	0.1375	0.484375	0.7875	0.978125	lehmus	301	NA
3411	48334.05	19959.37	9.99	4.953333	4.0202	5.033	5.8238	7.6528	0.39528	0.707965	0.896755	0.988201	lehmus	233	NA
3412	48342.49	19963.03	10.869	6.202372	4.976	5.991	7.285	8.505	0.154079	0.477341	0.712991	0.94864	lehmus	216	100
3415	48267.32	19934.38	10.219	6.632204	5.462	6.388	7.8	9.115	0.066298	0.40884	0.635359	0.872928	lehmus	248	NA
3478	48336.22	20034.42	14.429	9.133102	7.5198	8.778	11.0838	13.1108	0.040816	0.278912	0.537415	0.70068	pilari	321	NA
3479	48342.94	20039.66	9.055	6.460241	5.444	6.13	7.5646	8.8178	0	0.124088	0.423358	0.613139	pilari	210	NA
3480	48349.57	20043.79	13.707	7.761278	6.0224	7.526	8.9266	11.4308	0.177515	0.485207	0.757396	0.91716	pilari	245	144
3481	48355.65	20048.57	14.702	9.029749	6.7204	8.722	10.911	13.3008	0.101796	0.39521	0.634731	0.808383	pilari	275	NA
3482	48362.31	20053.26	13.38	8.501923	6.2028	8.755	10.5658	12.3032	0.118881	0.391608	0.58042	0.825175	pilari	255	NA
3483	48369.52	20058.17	14.851	9.720282	7.8504	10.07	12.0946	13.4016	0.110429	0.331288	0.570552	0.865031	pilari	252	NA
3484	48375.68	20062.62	13.826	8.837063	7.7575	8.923	10.3125	11.9715	0.095238	0.230159	0.547619	0.865079	pilari	275	155
3485	48381.51	20066.62	15.077	10.048	8.36	10.486	11.8888	13.4986	0.034188	0.213675	0.42735	0.641026	pilari	249	NA
3486	48390	20072.86	13.016	8.114548	6.5808	8.2	9.933	11.422	0.191304	0.330435	0.582609	0.886957	pilari	236	NA
3487	48396.04	20076.99	12.926	7.646547	5.866	7.764	8.9534	10.8226	0.094891	0.408759	0.59854	0.824818	pilari	227	NA
3489	48307.04	20013.82	14.905	8.515828	6.675	7.93	10.0762	12.4128	0.050505	0.373737	0.656566	0.828283	pilari	263	159
3490	48300.95	20009.02	15.895	8.643805	6.5488	8.506	10.4214	13.6562	0.250825	0.50495	0.749175	0.90429	pilari	286	NA
3491	48294.29	20004.67	15.465	8.234736	6.0095	7.413	10.0825	13.174	0.251534	0.592025	0.736196	0.907975	pilari	269	NA
3492	48287.91	20000.32	14.28	8.243578	6.319	8.07	10.127	12.4125	0.228155	0.495146	0.723301	0.936893	pilari	241	NA
3493	48333.25	20013.71	11.318	6.457126	5.3054	6.4275	7.3605	9.0318	0.219298	0.511696	0.812865	0.95614	lehmus	299	NA
3494	48336.18	20009.7	12.404	7.762237	6.7886	7.908	9.1182	10.452	0.119904	0.280576	0.589928	0.880096	lehmus	321	146
3495	48340.13	20005.14	10.298	6.059691	4.9786	5.87	7.072	8.5062	0.134228	0.436242	0.677852	0.879195	lehmus	246	NA
3499	48354.3	19984.43	11.798	7.000521	4.8822	6.999	8.4648	10.0018	0.230303	0.412121	0.581818	0.866667	lehmus	191	NA
3501	48359.3	19974.35	11.684	6.743733	4.718	6.779	8.488	10.1	0.299191	0.471698	0.673854	0.90027	lehmus	226	NA
3502	48375.58	19713.9	14.779	10.066175	8.465	10.436	11.4755	13.3919	0.039474	0.240602	0.567669	0.879699	lehmus	359	147
3503	48368.8	19710.88	16.188	11.915344	11.27	11.841	12.931	14.6672	0.012024	0.094188	0.455578	0.885104	lehmus	419	NA
3504	48363.2	19707.56	18.48	13.856632	12.6817	14.47	15.9085	17.2107	0.035191	0.109971	0.340176	0.834311	lehmus	520	NA
3506	48347.94	19695.63	21.442	12.950666	9.6366	12.834	16.4254	19.3701	0.095477	0.359296	0.567839	0.748744	lehmus	410	219
3507	48341.27	19690.9	20.148	13.966695	11.4587	14.986	16.566	18.7682	0.074803	0.212598	0.403543	0.773622	lehmus	494	NA
3508	48333.52	19686.72	21.177	14.448948	12.6576	14.961	16.9566	19.4384	0.081049	0.225268	0.501788	0.854589	lehmus	520	NA
3509	48327.67	19683.1	19.693	13.079246	11.3507	13.1675	15.6395	17.6802	0.078406	0.257069	0.605398	0.907455	lehmus	590	NA
3510	48317.48	19672.8	22.09	10.603428	8.697	10.5485	12.4128	14.5709	0.177285	0.623269	0.973684	0.995845	lehmus	398	150
3511	48313.86	19673.69	12.995	7.953359	6.507	7.7155	9.0869	11.2772	0.079918	0.473361	0.747951	0.954918	lehmus	319	NA
3512	48303.58	19666.67	14.333	8.890057	7.0586	9.19	10.4617	12.5739	0.129559	0.386756	0.724568	0.947217	lehmus	358	165
3513	48297.59	19664.76	15.949	9.760926	7.7208	10.134	12.1344	14.232	0.165169	0.398756	0.658604	0.926054	lehmus	520	NA
3514	48290.65	19661.42	16.881	10.482615	8.4818	10.732	12.6492	14.6711	0.135852	0.372186	0.669614	0.934887	lehmus	424	NA
3516	48278.22	19651.17	16.2	9.639919	6.8466	10.239	12	13.914	0.22365	0.420737	0.69066	0.940874	lehmus	710	NA
3517	48270.5	19647.77	18.326	11.136494	8.788	11.139	13.591	16.018	0.131084	0.423102	0.682025	0.933809	lehmus	495	196
3518	48264.84	19645.05	20.004	12.555504	10.568	12.432	14.715	17.59	0.099237	0.344205	0.679389	0.924358	lehmus	496	NA
3519	48257.85	19640.92	20.973	12.521583	10.4146	12.864	14.9866	18.045	0.163688	0.37844	0.711489	0.94922	lehmus	530	NA
3520	48251.73	19636.68	13.035	7.881455	6.3396	7.38	9.3316	11.0352	0.050093	0.348794	0.615955	0.812616	lehmus	234	NA
3521	48245.8	19634.06	10.531	6.483953	5.428	6.526	7.36	8.411	0.058651	0.378299	0.715543	0.950147	lehmus	242	110
3526	48207.96	19612.44	11.219	6.254967	4.7132	5.939	6.9084	9.2654	0.195349	0.493023	0.748837	0.865116	lehmus	212	123
3527	48201.66	19607.72	12.99	6.822447	5.4363	6.3365	7.779	10.2552	0.214912	0.631579	0.811404	0.969298	lehmus	201	NA
3529	48194.74	19604.51	8.789	5.838584	5.084	5.551	6.375	7.829	0	0.158371	0.538462	0.737557	lehmus	190	NA
3530	48187.01	19602.03	11.647	7.823018	6.2077	7.668	9.1929	10.8231	0.011312	0.210407	0.454751	0.656109	lehmus	331	127
3531	48179.25	19596.68	10.329	7.396041	6.597	7.263	8.2076	9.128	0.003175	0.053968	0.35873	0.679365	lehmus	254	NA
3532	48174.15	19592.38	10.825	7.486531	6.6116	7.3415	8.5749	9.8153	0.056769	0.281659	0.628821	0.927948	lehmus	294	NA
3533	48167.03	19589.88	9.511	6.528106	5.5888	6.676	7.1659	8.59	0.043532	0.272388	0.604478	0.840796	lehmus	328	NA
3534	48159.49	19584.86	12.545	7.830692	6.6692	7.508	8.637	10.2738	0	0.091603	0.516031	0.777099	lehmus	346	122
3535	48158.25	19607.81	18.71	11.531035	8.7372	11.27	14.5436	17.1175	0.153942	0.43179	0.654568	0.885482	lehmus	244	NA
3536	48168.7	19603.19	12.609	8.60407	7.781	8.527	9.166	11.156	0.004077	0.086646	0.380224	0.761468	lehmus	530	NA
3537	48173.52	19608.15	12.16	7.785607	6.3166	7.78	8.7786	10.3686	0.016529	0.299174	0.535537	0.861157	lehmus	353	NA
3539	48183.13	19618.07	10.018	7.542704	6.7068	8.074	8.7524	9.2616	0.025887	0.159156	0.347076	0.610738	lehmus	199	NA
3540	48196.88	19617.95	11.711	7.627331	6.5732	7.737	8.6508	9.7834	0.058407	0.288496	0.617699	0.938053	lehmus	391	NA
3541	48204	19623.54	11.227	7.227098	6.082	6.6365	8.2609	9.825	0.021538	0.363077	0.644615	0.863077	lehmus	331	NA
3542	48209.33	19630.77	10.05	6.711042	5.4376	7.028	7.8278	8.9578	0.07932	0.393768	0.546742	0.886686	lehmus	228	91
3543	48216.54	19632.6	8.825	6.158705	5.6398	6.0135	6.7964	7.7316	0.0075	0.22	0.6925	0.9525	lehmus	310	NA
3544	48222.08	19635.57	9.858	6.424738	5.69	6.478	7.115	8.302	0.042553	0.269504	0.574468	0.843972	lehmus	223	NA
3545	48229.37	19638.29	10.867	7.003744	5.7466	6.433	8.2482	10.0506	0.015986	0.28952	0.625222	0.77087	lehmus	421	NA
3546	48235.47	19639.35	10.3	6.459311	5.5995	6.1695	7.0095	8.4175	0.05794	0.491416	0.791845	0.950644	lehmus	335	95
3547	48242.79	19645.93	12.477	8.44545	7.7862	8.3775	9.4586	10.8483	0.036036	0.143243	0.490991	0.793694	lehmus	347	NA
3549	48258.4	19654.39	20.95	13.148235	10.5982	13.0705	15.3313	18.6173	0.076442	0.357887	0.656011	0.903405	lehmus	620	NA
3550	48265.73	19660.02	16.113	10.788393	8.9975	10.8125	12.0394	14.7377	0.015656	0.300391	0.655577	0.891389	lehmus	405	NA
3551	48271.23	19662.36	15.643	10.189936	8.2224	10.12	11.9984	13.8548	0.050798	0.348331	0.625544	0.904209	lehmus	407	159
3552	48279.71	19667.37	12.183	8.752782	7.2824	9.175	10.6152	11.5176	0.003091	0.227202	0.358578	0.602782	lehmus	369	NA
3554	48294.2	19674.72	14.29	9.576561	8.258	9.66	10.8436	12.5776	0.029797	0.274136	0.666269	0.928486	lehmus	447	NA
3555	48300.97	19677.18	14.804	9.409423	7.5408	9.103	11.2906	13.485	0.048193	0.333333	0.64739	0.853815	lehmus	404	NA
3556	48310.41	19686.32	15.173	9.512156	7.8065	9.598	11.178	13.1035	0.057692	0.427885	0.685096	0.959135	lehmus	421	NA
3557	48312.01	19694.62	19.993	15.083603	13.758	15.754	17.4544	18.7402	0.035491	0.110647	0.263048	0.624217	lehmus	425	181
3559	48329.38	19697.13	20.864	14.974651	13.6196	15.856	17.2938	19.2814	0	0.112601	0.217158	0.410188	lehmus	496	NA
3560	48336.43	19703.09	19.049	11.699373	9.243	11.81	13.8882	17.1238	0.081744	0.408719	0.6703	0.882834	lehmus	319	NA
3561	48342.99	19706.99	19.004	12.647097	10.555	12.741	14.6716	17.2463	0.04918	0.229508	0.572131	0.844262	lehmus	402	NA
3562	48349.65	19711.44	20.248	14.769203	13.4603	15.102	16.9535	18.7571	0.004367	0.056769	0.240175	0.515284	lehmus	384	180
3563	48355.43	19717.01	20.838	15.471337	14.0626	15.904	17.589	19.6968	0.002786	0.097493	0.271123	0.653668	lehmus	518	NA
3564	48363.58	19720.59	20.696	14.532138	12.1152	15.192	17.2948	19.4546	0.068826	0.223482	0.476113	0.802429	lehmus	530	NA
3565	48365.51	19731.89	20.715	13.441533	11.163	14.2	16.1688	18.538	0.090595	0.299396	0.561691	0.893874	lehmus	210	NA
3566	48379.91	19704.77	21.88	13.347242	10.094	14.511	16.993	19.8389	0.172211	0.379648	0.6091	0.888943	lehmus	428	NA
3568	48396.4	19688.47	15.11	8.86655	6.5427	8.4845	10.6388	13.3792	0.238589	0.479253	0.709544	0.90249	lehmus	390	NA
3570	48135.79	19564.92	10.644	6.63821	5.5602	6.331	7.634	8.9526	0.020576	0.288066	0.609053	0.81893	lehmus	214	NA
3571	48137.46	19548.72	10.889	6.374634	5.366	6.035	6.87	9.09	0.057592	0.413613	0.743455	0.874346	lehmus	232	104
3572	48139.85	19543.03	14.474	6.352964	3.0478	5.3905	9.1083	12.1766	0.536364	0.645455	0.813636	0.952273	lehmus	480	NA
3573	48143.63	19530.39	12.144	6.217242	3.3661	6.3115	8.1065	10.1426	0.370514	0.577595	0.809893	0.960718	lehmus	446	NA
3574	48146.8	19520.49	13.699	8.591418	6.9244	8.552	10.0598	11.8154	0.082637	0.395543	0.707521	0.942433	lehmus	440	NA
3575	48147.42	19508.02	13.421	8.525301	7.082	8.82	10.274	11.972	0.163522	0.371768	0.653389	0.931516	lehmus	470	149
3576	48162.36	19485.8	16.61	10.880333	8.4152	10.13	13.2054	15.573	0.025761	0.398126	0.620609	0.840749	lehmus	509	NA
3577	48164.09	19478.56	17.372	12.829747	11.991	13.188	14.8652	16.2036	0.036866	0.147465	0.391705	0.829493	lehmus	410	NA
3578	48167.7	19471.33	17.763	12.338312	10.5343	12.6835	14.5385	16.0512	0.024112	0.246193	0.524112	0.899746	lehmus	517	NA
3579	48171.39	19461.42	16.639	11.346864	9.6033	11.729	13.1847	14.9925	0.052764	0.258794	0.51005	0.859296	lehmus	434	168
3580	48170.09	19454.84	17.373	11.983696	10.5012	12.205	13.7114	15.7542	0.052101	0.164706	0.509244	0.863866	lehmus	480	NA
3581	48170.84	19447.06	19.287	13.846914	12.0036	14.185	16.216	17.895	0.02432	0.151645	0.367668	0.699571	lehmus	449	NA
3582	48173.63	19438.59	19.141	13.959781	12.132	14.596	15.963	17.84	0.015891	0.146425	0.414302	0.801362	lehmus	530	NA
3583	48176.32	19431.01	19.332	14.013466	12.6387	14.2425	16.3077	18.2285	0.043532	0.164179	0.482587	0.823383	lehmus	482	210
3584	48178.29	19424.45	19.074	13.772917	11.79	13.603	16.22	17.968	0.032668	0.15608	0.524501	0.807623	lehmus	446	NA
3585	48179.41	19415.53	19.239	13.803407	12.479	14.32	15.7854	17.5014	0.0185	0.166504	0.483934	0.890944	lehmus	520	NA
3586	48181.67	19407.52	17.979	12.57262	11.011	12.795	14.77	16.516	0.03437	0.204583	0.551555	0.865794	lehmus	409	NA
3587	48181.81	19401.38	17.414	11.986796	10.3248	12.311	13.7585	15.5242	0.025424	0.242585	0.559322	0.925847	lehmus	520	173
3588	48184.91	19392.03	18.325	12.789512	11.4448	13.333	14.878	16.4994	0.066542	0.209934	0.485473	0.897844	lehmus	520	NA
3589	48185.09	19384.13	16.835	10.71931	8.9921	10.822	12.0831	14.7243	0.065863	0.333024	0.722635	0.939703	lehmus	460	NA
3590	48187.53	19374.66	10.02	6.037877	4.5846	5.615	7.0338	9.8	0.219355	0.567742	0.774194	0.890323	lehmus	172	NA
3591	48191.07	19370	9.611	5.982528	5.1973	6.0435	6.4231	7.6801	0.027523	0.380734	0.811927	0.922018	lehmus	193	116
3592	48193.51	19361.85	15.81	10.825444	9.351	11.145	12.47	14.202	0.035011	0.189643	0.451495	0.797228	lehmus	439	NA
3593	48194.84	19355.16	15.347	10.604709	9.1784	10.779	12.4587	13.9939	0.038781	0.192521	0.450139	0.792244	lehmus	411	NA
3594	48196.18	19346.37	13.991	9.870587	8.4046	9.7265	11.2979	12.6893	0.019685	0.161417	0.57874	0.870079	lehmus	393	NA
3595	48198.63	19339.25	13.903	9.962383	8.5588	10.0895	11.6107	12.7518	0.009506	0.204373	0.492395	0.828897	lehmus	401	156
3596	48198.21	19330	15.49	10.299674	8.3225	10.5745	12.0456	14.1793	0.03886	0.352332	0.610104	0.896373	lehmus	431	NA
3597	48202.68	19323.1	13.391	8.940766	7.6132	8.995	10.503	11.972	0.039187	0.303338	0.632801	0.92598	lehmus	455	NA
3598	48203.47	19315.41	12.167	8.04615	6.8853	7.9125	8.9383	11.0025	0.05787	0.319444	0.712963	0.909722	lehmus	328	NA
3599	48205.61	19307.73	13.418	9.190996	8.1308	9.008	9.905	11.8298	0.014315	0.177914	0.609407	0.879346	lehmus	360	144
3600	48207.49	19301.49	12.65	8.321794	7.2973	8.1995	9.3179	10.8722	0.019737	0.300987	0.715461	0.925987	lehmus	349	NA
3601	48211.36	19284.79	10.849	7.321871	6.0962	7.322	8.0472	9.469	0.005277	0.240106	0.548813	0.852243	lehmus	323	NA
3602	48212.68	19275.88	11.934	8.047733	6.8848	8.098	9.2872	10.5682	0.060413	0.295707	0.631161	0.915739	lehmus	356	NA
3603	48214.23	19269.09	11.261	7.809126	6.6052	7.7545	8.9047	10.0381	0.005495	0.228022	0.612637	0.892857	lehmus	261	128
3604	48215.34	19259.72	15.315	9.633841	8.2622	9.324	10.8932	12.8298	0.007273	0.2	0.526061	0.824242	lehmus	353	NA
3605	48216.57	19251.59	15.582	10.870854	9.6014	11.017	12.2314	13.7193	0.009494	0.137658	0.477848	0.865506	lehmus	419	NA
3606	48220.13	19236.56	20.343	13.407341	11.0491	13.9385	15.6105	18.3149	0.05038	0.281369	0.525665	0.864068	lehmus	520	NA
3607	48221.44	19227	20.501	14.310173	12.4566	14.593	16.1688	18.3267	0.010707	0.155246	0.517131	0.901499	lehmus	435	189
3608	48222.98	19219.85	20.673	13.984977	11.502	14.248	17.2	18.8415	0.058252	0.279935	0.559871	0.889968	lehmus	501	NA
3609	48224.43	19214.06	18.704	13.08076	11.215	13.384	15.2108	17.4008	0.023176	0.19485	0.497854	0.830901	lehmus	440	NA
3610	48226.19	19205.84	17.764	12.242556	11.2064	12.606	13.8581	15.769	0.028818	0.18732	0.508646	0.896254	lehmus	360	NA
3611	48227.7	19199.14	17.631	11.683342	9.618	11.837	13.294	16.183	0.036322	0.31101	0.61748	0.879682	lehmus	425	179
3612	48231.87	19191.25	18.159	12.228056	10.611	12.407	14.093	16.268	0.022411	0.25318	0.57662	0.87765	lehmus	528	NA
3613	48233.89	19182.12	18.704	12.349166	9.963	12.486	15.0356	16.8672	0.073192	0.332451	0.574956	0.897707	lehmus	482	NA
3614	48238.27	19162.05	15.007	9.453848	7.979	8.841	11.051	12.971	0.050436	0.299709	0.647915	0.876819	lehmus	471	NA
3615	48240.32	19153.26	18.24	12.174469	10.3866	12.658	13.9482	16.4192	0	0.111111	0.314363	0.558266	lehmus	520	176
3629	48241.52	19193.47	13.93	10.286196	9.1872	10.307	12.3364	13.3436	0.033962	0.203774	0.456604	0.728302	lehmus	306	NA
3631	48236.02	19207.83	18.829	12.939908	11.5358	12.903	14.3812	16.8786	0.012428	0.164043	0.603148	0.905551	lehmus	496	197
3632	48235.41	19215.18	16.405	11.938241	10.8982	11.9365	13.9138	15.4375	0.017241	0.156897	0.5	0.810345	lehmus	376	NA
3633	48230.27	19224.11	19.178	12.975984	10.8305	12.6065	15.3885	17.2515	0.007987	0.196486	0.538339	0.776358	lehmus	417	NA
3634	48230.24	19229.89	20.24	14.075662	12.5624	14.702	16.0528	18.3777	0.027254	0.189727	0.417191	0.828092	lehmus	479	NA
3635	48227.98	19238.03	20.028	13.539247	12.0125	14.177	15.6903	17.634	0.045533	0.237113	0.475086	0.886598	lehmus	433	210
3636	48225.14	19253.83	16.491	10.886744	9.1428	11.18	12.5452	14.7738	0.021575	0.298813	0.598706	0.903991	lehmus	462	NA
3637	48223.37	19261.4	14.519	9.522421	7.6773	9.318	10.9181	13.0546	0.005988	0.266467	0.535928	0.791916	lehmus	305	NA
3638	48222.51	19268.86	12.892	8.265817	6.952	8.07	9.168	10.929	0.011601	0.327146	0.686775	0.916473	lehmus	280	NA
3639	48221.63	19277.66	11.521	7.478309	6.4996	7.097	8.3014	9.8614	0.010941	0.28884	0.691466	0.916849	lehmus	255	117
3640	48219.45	19283.79	10.556	6.735265	5.657	6.343	7.723	9.191	0.049869	0.485564	0.755906	0.947507	lehmus	286	NA
3641	48215.88	19301.94	12.72	8.852593	7.9073	8.6195	9.6141	11.3999	0.006198	0.154959	0.64876	0.913223	lehmus	319	NA
3642	48214.43	19308.85	14.541	10.026628	8.6	9.936	11.5465	13.1625	0.024648	0.192782	0.557218	0.881162	lehmus	452	NA
3643	48211.6	19316.86	13.226	8.783885	7.329	8.5455	10.2197	12.2894	0.038462	0.307692	0.623482	0.854251	lehmus	329	131
3644	48210.1	19325.44	13.728	9.343177	8.011	9.458	10.785	11.944	0.01995	0.279302	0.588529	0.9202	lehmus	312	NA
3645	48209.15	19331.35	15.909	10.51731	8.9318	10.7765	12.1133	13.8608	0.049312	0.298739	0.635894	0.943234	lehmus	525	NA
3646	48205.74	19341.03	16.389	11.180127	9.3998	11.196	13.115	15.1928	0.041614	0.258512	0.537201	0.833544	lehmus	481	NA
3647	48204.98	19348.49	16.298	11.289787	9.8185	11.457	12.794	14.4295	0.017216	0.193862	0.562126	0.91018	lehmus	501	164
3648	48203.25	19356.52	15.323	10.817475	9.5694	11.366	12.4566	13.9482	0.013556	0.233577	0.458811	0.887383	lehmus	386	NA
3649	48200.67	19364.53	15.506	10.809935	9.466	11.0495	12.5998	14.2146	0.003682	0.165685	0.329897	0.614875	lehmus	452	NA
3650	48198.97	19371.21	7.615	5.187902	4.324	5.093	5.991	6.86	0.065574	0.393443	0.590164	0.868852	lehmus	122	NA
