Puunro	X	Y	Hmax	Hmean	h30	h50	h70	h90	p30	p50	p70	p90	puulaji
9133	48742.28	16091.67	4.96	3.482211	3.0312	3.383	3.8766	4.3666	0.149123	0.438596	0.640351	0.824561	lehmus
9134	48737.4	16082.11	4.362	3.057974	2.6404	3.0395	3.509	3.702	0.315789	0.526316	0.684211	0.973684	lehmus
9135	48732.56	16073.87	4.84	3.1943	2.8368	3.0885	3.3765	4.0602	0.28	0.7	0.86	0.96	lehmus
9136	48727.96	16064.63	4.905	3.237125	2.84	3.225	3.4936	3.908	0.25	0.541667	0.833333	0.958333	lehmus
9137	48723.42	16056.29	4.656	3.179987	2.863	3.12	3.428	3.868	0.258278	0.562914	0.847682	0.953642	lehmus
9138	48720.96	16045.72	10.013	4.870097	2.8296	3.17	5.254	9.9652	0.690265	0.707965	0.734513	0.761062	lehmus
9139	48713.74	16037.92	4.36	3.103318	2.7093	2.982	3.571	3.8434	0.295455	0.545455	0.704545	0.954545	lehmus
9140	48709.36	16029.79	4.552	3.037612	2.6948	3.012	3.2372	3.7838	0.326531	0.714286	0.897959	0.979592	lehmus
9141	48706.74	16018.69	10.076	5.279889	3.0814	3.555	9.4706	10.0338	0.666667	0.68254	0.68254	0.68254	lehmus
9143	49791.24	22777.63	10.429	6.770398	6.0865	6.756	7.54	8.587	0.063055	0.294849	0.742451	0.974245	lehmus
9144	49791.56	22785.02	10.604	6.51973	5.8445	6.643	7.3245	8.14	0.129888	0.360335	0.831006	0.972067	lehmus
9145	49789.84	22787.76	10.519	7.18041	6.2201	7.2215	8.179	9.2904	0.037433	0.280749	0.601604	0.921123	lehmus
9146	49790.62	22792.41	15.896	7.357517	6.579	7.422	8.2792	9.378	0.177705	0.705574	0.998033	0.998033	lehmus
9147	49788.17	22803.61	16.699	5.41585	4.1814	5.06	6.204	7.374	0.735057	0.98546	0.98546	0.98546	lehmus
9148	49784.66	22806.13	12.463	6.286229	5.0815	5.7665	6.8635	9.4805	0.297068	0.719136	0.874228	0.987654	lehmus
9149	49787.02	22812.96	11.67	6.362067	5.126	6.326	7.594	9.9164	0.256902	0.582822	0.807515	0.958589	lehmus
9150	49782.05	22824.89	9.881	5.752375	5.258	5.751	6.2744	7.7518	0.124714	0.517467	0.871041	0.980085	lehmus
9151	49778.43	22835.27	7.601	5.506412	4.706	5.486	6.4045	6.9596	0.036217	0.263581	0.527666	0.778672	lehmus
9152	49777.48	22838.67	9.663	6.313225	5.459	6.454	7.1283	8.3101	0.10188	0.357895	0.760902	0.953008	lehmus
9153	49777.86	22844.52	12.7	5.99918	4.711	5.4645	6.7275	8.726	0.40669	0.745892	0.935446	0.984742	lehmus
9154	49775.99	22848.14	8.053	5.407945	4.7474	5.263	5.985	6.986	0.028802	0.258211	0.62001	0.858514	lehmus
9155	49763.47	22755.76	13.956	10.019607	8.75	10.0395	11.4369	12.8104	0.002344	0.192969	0.551562	0.86875	vaahtera
9156	49761.79	22766.13	15.413	10.718078	8.781	11.0255	12.3659	14.2908	0.010753	0.194624	0.523656	0.848387	vaahtera
9157	49761.2	22772.04	12.919	10.049314	9.7571	10.6485	11.0503	11.9098	0.008333	0.141667	0.280952	0.866667	vaahtera
9159	49755.3	22789.54	15.09	10.713233	9.1758	11.183	12.4696	13.5278	0.006155	0.185884	0.444809	0.79565	vaahtera
9160	49754.37	22796.28	12.898	8.501492	7.131	8.043	9.7176	11.7486	0.024919	0.328277	0.63922	0.875406	vaahtera
9161	49753.83	22807.27	14.846	11.007276	10.0185	11.291	12.466	13.206	0.000618	0.050659	0.301483	0.680395	vaahtera
9164	49749.22	22829.7	15.253	10.045015	8.7237	10.349	11.4602	12.6785	0.011628	0.23588	0.539867	0.950997	vaahtera
9165	49747.9	22840.55	15.432	11.47489	10.5135	11.7055	13.2275	13.9905	0.007923	0.106514	0.272007	0.56162	vaahtera
9167	49770.09	22765.78	11.778	9.195401	8.711	9.282	10.214	11.01	0.03071	0.082534	0.216891	0.715931	vaahtera
9168	49770.7	22775.2	12.651	9.271814	8.4958	9.7535	10.5522	11.6591	0.018265	0.168189	0.302131	0.664384	vaahtera
9169	49765.27	22783	13.506	8.884171	8.058	8.891	10.073	11.359	0.032463	0.245703	0.593889	0.908339	vaahtera
9170	49767.59	22792.04	13.817	9.396962	8.2404	9.794	11.2564	12.208	0.078261	0.252657	0.54058	0.952174	vaahtera
9171	49764.44	22798.12	13.904	10.291121	9.4842	10.4445	11.53	12.642	0.019333	0.113333	0.438667	0.889333	vaahtera
9172	49762.09	22808.98	7.363	5.281446	4.6822	5.126	5.9132	6.4272	0	0	0.2	0.537143	vaahtera
9173	49762.68	22815.12	13.538	9.975054	8.8197	10.128	11.4526	12.2951	0.01122	0.161811	0.477362	0.881102	vaahtera
9174	49757.69	22825.7	13.601	9.771214	7.87	10.601	11.679	12.5155	0.055585	0.285037	0.440464	0.878293	vaahtera
9175	49758.58	22831.85	14.383	10.728835	9.6877	11.29	12.2173	13.0121	0.016179	0.150097	0.392982	0.925536	vaahtera
9176	49758.08	22840.36	14.977	10.379	8.6335	10.7005	12.6065	13.5247	0.032426	0.28894	0.539664	0.91575	vaahtera
9177	49744.22	22852.98	16.999	10.964003	9.02	10.975	13.46	15.122	0.106579	0.373025	0.58689	0.940816	vaahtera
9179	49748.38	22872.3	12.312	9.774476	9.2653	10.1325	10.6669	11.1456	0.000402	0.006029	0.084405	0.340434	vaahtera
9180	49736.34	22880.23	14.355	10.729329	9.824	11.441	12.38	13.18	0.025603	0.161004	0.424421	0.818316	vaahtera
9181	49737.44	22888.29	10.37	7.336246	6.4562	7.0635	8.2106	9.604	0.022472	0.174157	0.603933	0.801966	vaahtera
9182	49735.82	22896.71	12.427	8.554294	7.368	8.279	9.864	11.273	0.025609	0.261711	0.626483	0.898813	vaahtera
9183	49735.38	22899.95	9.881	6.987952	6.335	6.972	7.5774	9.1662	0.007484	0.194588	0.639609	0.860679	vaahtera
9184	49751.11	22853.15	12.967	9.669298	8.7814	9.926	10.9562	11.854	0.001083	0.066053	0.186789	0.517055	vaahtera
9185	49750.41	22864.66	14.215	10.691851	9.687	11.279	12.0635	13.0545	0.002065	0.12899	0.366316	0.795719	vaahtera
9186	49748.38	22872.3	12.312	9.774476	9.2653	10.1325	10.6669	11.1456	0.000402	0.006029	0.084405	0.340434	vaahtera
9187	49748.96	22881.26	12.845	8.554352	8.364	8.815	9.4585	11.411	0.102579	0.171161	0.724502	0.918523	vaahtera
9188	49746.04	22887.86	10.359	7.919955	6.639	8.2615	9.114	9.788	0.000743	0.023031	0.302377	0.475483	vaahtera
9189	49742.18	22897.29	11.013	7.629852	6.8567	7.272	8.8422	9.8073	0.008621	0.133793	0.529655	0.712759	vaahtera
9190	49743.36	22904.85	7.569	5.839437	5.3004	5.993	6.4718	7.0038	0	0.045175	0.151951	0.429158	vaahtera
9191	49730.2	22915	8.921	6.60476	5.8964	6.9405	7.3794	8.0599	0.024251	0.208274	0.455777	0.919401	vaahtera
9192	49727.95	22924.73	10.185	7.476997	6.3976	7.4595	8.5991	9.1863	0	0.001582	0.129747	0.425633	vaahtera
9193	49725.18	22931.72	13.734	8.531712	7.4824	8.487	9.6972	10.9948	0.036248	0.343	0.78251	0.973267	vaahtera
9194	49726.37	22942.61	14.333	10.543678	9.6174	11.178	12.0236	13.005	0.013129	0.162801	0.38512	0.870022	vaahtera
9195	49721.31	22950.42	8.603	5.727995	4.7509	5.102	6.8366	7.5424	0.070681	0.515707	0.592932	0.96466	vaahtera
9198	49735.17	22938.04	9.41	6.513821	5.7874	6.349	7.7342	8.1344	0.009434	0.207547	0.515094	0.69434	vaahtera
9199	49732.9	22941.9	11.783	8.884614	8.4764	9.197	9.869	10.8466	0.037975	0.113924	0.295742	0.795167	vaahtera
9200	49732.45	22954.74	8.473	6.218199	5.3061	5.989	6.7949	7.9153	0.011416	0.210046	0.582192	0.812785	vaahtera
9201	49909.7	22893.89	12.818	8.024732	6.635	8.105	9.409	10.827	0.085143	0.333623	0.601216	0.904431	lehmus
9202	49901.47	22885.73	8.563	5.532864	4.7321	5.2055	6.1695	7.422	0.012	0.284	0.62	0.828	lehmus
9203	49902.26	22892.94	8.169	5.501187	4.5567	5.5565	6.1606	7.0935	0	0.166667	0.446667	0.633333	lehmus
9204	49897.94	22890.24	10.415	6.147029	4.9764	5.789	7.0716	8.425	0.082437	0.480287	0.702509	0.90681	lehmus
9205	49887.27	22911.6	7.407	4.949697	4.413	4.789	5.3143	6.7715	0.066667	0.395833	0.815278	0.884722	lehmus
9206	49884.33	22909.28	8.22	5.634983	5.0198	5.57	6.3278	7.115	0.023443	0.248352	0.625641	0.907692	lehmus
9207	49884.41	22915.33	7.456	4.341649	3.5188	4.217	4.9757	6.1158	0.334842	0.626697	0.848416	0.959276	lehmus
9209	49863.73	22933.18	10.331	6.465213	5.4942	6.269	7.4256	8.8178	0.061333	0.413333	0.693333	0.914667	lehmus
9210	49859.92	22930.6	12.376	7.117404	5.703	6.9795	8.3999	10.2571	0.213624	0.520503	0.773148	0.967593	lehmus
9211	49860.93	22936.96	11.559	7.628742	6.5258	7.563	8.7028	10.204	0.017652	0.214475	0.51015	0.766108	lehmus
9212	49857.18	22934.42	10.659	6.767281	5.7465	6.843	7.8226	8.9432	0.083516	0.368132	0.68022	0.952747	lehmus
9213	49844.43	22956.94	11.469	7.133737	5.8338	6.993	8.3626	9.9354	0.105263	0.439628	0.665635	0.894737	lehmus
9215	49841.61	22961.24	9.974	6.333673	5.5114	6.197	7.07	8.1832	0.065327	0.321608	0.708543	0.954774	lehmus
9216	49837.36	22958.85	10.987	7.103393	5.912	7.123	8.179	9.7332	0.076923	0.327935	0.603239	0.850202	lehmus
9217	49718.32	22960.81	12.674	9.790668	9.1801	10.137	10.9338	11.8039	0.005818	0.141583	0.383243	0.868115	vaahtera
9218	49716.59	22968.93	9.841	6.821973	5.948	6.681	7.2718	8.7696	0.001444	0.283032	0.755957	0.953791	vaahtera
9219	49716.58	22980.69	11.453	7.702828	6.811	7.5885	8.539	9.761	0.001348	0.227763	0.610961	0.908805	vaahtera
9220	49714.19	22987.35	11.346	8.219372	7.4411	8.25	8.8418	10.493	0.007366	0.147314	0.558492	0.866551	vaahtera
9221	49713.72	22998.05	12.548	9.492417	8.4646	9.4215	10.9934	11.6869	0.01406	0.101933	0.483304	0.842707	vaahtera
9222	49730.33	22965.99	14.542	9.497855	7.9273	10.016	11.4028	12.9833	0.093725	0.335982	0.570905	0.938468	vaahtera
9223	49725.74	22972.89	14.774	9.182964	7.6177	9.1455	10.4912	12.3377	0.03797	0.361278	0.715414	0.945113	vaahtera
9224	49723.89	22980.93	11.296	8.296554	7.874	8.342	8.9103	9.6361	0.000463	0.036111	0.269444	0.863889	vaahtera
9225	49725.59	22992.6	11.911	8.148431	7.2656	8.1	8.8207	10.3806	0.017972	0.115533	0.508986	0.858793	vaahtera
9226	49722.97	22998.89	12.73	8.77968	7.6241	8.7245	9.7266	11.6814	0.005634	0.180282	0.58662	0.805634	vaahtera
9227	49712.71	23002.57	11.467	8.705844	7.747	8.8075	9.78	10.4539	0.000729	0.049234	0.350474	0.654996	vaahtera
9229	49706.85	23020.63	11.987	7.710962	7.0589	7.762	8.5267	9.1968	0.020202	0.22615	0.776094	0.982604	vaahtera
9230	49703.78	23029.12	9.266	6.730187	5.967	6.739	7.473	8.3635	0.004644	0.235294	0.571207	0.942724	vaahtera
9231	49701.66	23038.89	9.619	7.516526	6.7493	7.823	8.3644	9.216	0	0.012242	0.143041	0.304124	vaahtera
9232	49702.56	23043.23	12.002	8.19532	7.448	8.012	9.196	10.082	0	0.041494	0.186722	0.543568	vaahtera
9233	49701.75	23053.18	10.469	7.776256	6.898	7.7205	8.6985	9.5215	0.002101	0.054622	0.472689	0.844538	vaahtera
9234	49698.27	23063.01	9.598	7.185313	6.263	7.485	8.089	8.732	0	0.02965	0.221024	0.439353	vaahtera
9235	49695.16	23070.64	8.781	7.224533	6.683	7.367	7.912	8.367	0	0	0	0.034364	vaahtera
9236	49694.89	23080.14	10.274	7.310726	6.5225	7.1225	7.677	9.2945	0	0.014423	0.134615	0.509615	vaahtera
9237	49719.81	23009.18	13.454	9.571321	8.7021	9.787	10.6833	12.1113	0.020556	0.138333	0.457222	0.835556	vaahtera
9238	49719.97	23015.2	13.43	9.923304	9.459	9.964	10.5116	11.9404	0.000483	0.059449	0.160464	0.719671	vaahtera
9239	49715.87	23020.58	14.377	10.129113	8.9076	9.95	11.4778	13.0592	0.012996	0.166787	0.576895	0.895307	vaahtera
9240	49715.95	23028.43	13.84	9.243047	8.7885	9.742	10.1275	10.4805	0.006438	0.188841	0.587983	0.993562	vaahtera
9241	49711.97	23038.69	10.09	7.839672	7.564	8.1995	8.5007	8.9732	0.008547	0.029915	0.141026	0.371795	vaahtera
9243	49708.04	23054.89	10.559	7.84461	7.27	7.952	8.5491	9.3657	0	0.034483	0.158867	0.474138	vaahtera
9244	49710.86	23059.84	10.094	6.919131	6.4929	6.9155	7.3631	7.9884	0.007937	0.059524	0.361111	0.900794	vaahtera
9245	49707.09	23072.57	9.557	7.305026	6.8009	7.5635	8.0049	8.6677	0	0.013228	0.18254	0.399471	vaahtera
9246	49702.93	23081.21	10.34	7.354671	6.3228	7.327	8.438	9.3444	0	0.043038	0.24557	0.501266	vaahtera
9247	49694.63	23087.28	10.189	7.720155	6.917	7.462	7.9129	9.7924	0	0	0.034483	0.224138	vaahtera
9248	49693	23093.45	9.613	7.930679	7.3	8.499	8.808	9.202	0.038168	0.061069	0.305344	0.709924	vaahtera
9249	49690.89	23101.42	8.26	6.116121	5.3496	6.381	6.7922	7.6128	0.020202	0.138047	0.367003	0.639731	vaahtera
9250	49685.38	23113.9	11.017	6.449533	5.965	6.417	6.94	7.34	0	0.144374	0.624204	0.978769	vaahtera
9251	49685.19	23120.23	7.795	5.989518	5.7352	6.081	6.3574	6.9154	0.002553	0.09617	0.45617	0.945532	vaahtera
9252	49704.3	23086.45	10.238	7.25437	6.8568	7.329	7.808	8.3666	0	0.048443	0.16955	0.626298	vaahtera
9253	49701.73	23096.92	11.071	8.025995	7.0786	7.963	9.0208	9.9734	0	0.00243	0.167679	0.437424	vaahtera
9254	49699.74	23103.34	10.502	7.786029	7.1004	7.549	8.609	9.3246	0.001821	0.063752	0.506375	0.834244	vaahtera
9255	49696.95	23111.85	8.316	6.687577	5.9636	6.7065	7.457	8.0243	0	0	0	0.071429	vaahtera
9256	49693.87	23124.14	9.192	7.14081	6.7174	7.152	7.7834	8.5275	0	0.022843	0.104061	0.362944	vaahtera
9257	49682.63	23128.67	9.477	7.495515	6.9705	7.559	8.087	8.6306	0.002278	0.007973	0.249431	0.748292	vaahtera
9258	49683.7	23137.28	8.88	6.662256	6.1618	6.568	7.2298	7.9998	0	0.006784	0.09498	0.341927	vaahtera
9259	49676.25	23146.53	11.318	7.011714	6.511	6.952	7.472	8.462	0.018109	0.301811	0.881958	0.988598	vaahtera
9260	49677.47	23152.36	9.363	7.029503	6.304	7.134	7.773	8.674	0.008552	0.166221	0.499733	0.872795	vaahtera
9261	49676.42	23161.45	9.056	6.673095	5.9652	6.164	7.414	8.2974	0	0	0.062356	0.404157	vaahtera
9262	49692.98	23131.06	11.275	7.726179	6.6505	7.2195	8.3945	9.8755	0.007813	0.171875	0.647321	0.907366	vaahtera
9263	49692.62	23140.08	9.757	7.090568	6.4042	6.8	7.334	8.9253	0.004329	0.0671	0.675325	0.859307	vaahtera
9264	49690.79	23149.54	11.14	6.826577	6.2724	6.901	7.4024	8.1906	0.031115	0.399309	0.935177	0.99395	vaahtera
9265	49686.43	23154.9	10.131	7.774778	6.4822	8.38	9.1618	9.6102	0.030995	0.185971	0.396411	0.694943	vaahtera
9266	49685.94	23163.05	9.003	6.923927	6.666	7.152	7.5255	7.995	0.003218	0.061545	0.191472	0.611022	vaahtera
9268	49673.23	23176.25	8.65	6.344197	6.1551	6.4635	6.7433	7.5271	0.00692	0.133218	0.262976	0.82699	vaahtera
9269	49674.28	23184.28	12.801	9.204632	8.2512	9.2185	10.5614	11.3718	0.002683	0.129696	0.472272	0.831843	vaahtera
9270	49672.02	23194.2	11.036	7.979173	7.051	7.982	9.25	9.872	0.013906	0.159292	0.532238	0.911504	vaahtera
9272	49683.08	23171.06	6.961	5.050616	4.5943	4.92	5.3682	6.2325	0.020202	0.191919	0.732323	0.939394	vaahtera
9273	49683.18	23182.39	11.74	7.342452	5.6528	7.173	8.5456	10.556	0.111111	0.467643	0.744811	0.908425	vaahtera
9274	49681.25	23189.34	11.439	7.843082	6.4506	7.587	8.9878	10.7618	0.020478	0.320819	0.593857	0.78157	vaahtera
9277	49667.27	23211.23	12.005	7.7929	7.0998	8.195	9.0864	10.4962	0.106501	0.248963	0.676349	0.923928	vaahtera
9278	49664.21	23220.27	14.144	9.814175	8.3875	9.91	11.5155	12.745	0.02012	0.232021	0.515411	0.840325	vaahtera
9283	49670.42	23227.71	10.738	7.850774	6.718	8.505	9.2448	10.0706	0.081319	0.208791	0.386813	0.701099	vaahtera
9284	49671.19	23235.73	14.265	9.586292	8.5346	9.787	11.0534	12.3375	0.035488	0.197085	0.483523	0.852978	vaahtera
9294	49682.87	23239.65	18.893	13.763825	12.225	14.112	15.6431	17.5988	0.009401	0.122209	0.426557	0.786722	lehmus
9295	49685.82	23248.78	19.534	14.590781	13.3735	14.9955	16.9315	18.392	0.001876	0.096623	0.179174	0.4803	lehmus
9296	49692.42	23254.06	19.75	13.426212	11.1932	14.708	16.4696	17.8958	0.083495	0.256311	0.452427	0.78835	lehmus
9297	49695.36	23262.33	17.737	11.484293	10.0842	11.38	13.045	15.3426	0.038511	0.225931	0.61104	0.883184	lehmus
9298	49698.7	23265.27	19.235	13.811444	12.5282	14.41	16.2874	17.6756	0.066438	0.172739	0.446207	0.862409	lehmus
9299	49702.81	23274.94	17.265	12.485838	10.3128	13.4665	14.5664	15.6466	0.002994	0.125749	0.389222	0.672156	lehmus
9300	49708.53	23284.28	18.37	12.501598	10.839	12.817	14.606	16.146	0.028499	0.226287	0.564866	0.95151	lehmus
9301	49717.92	23290.91	18.164	13.412269	11.628	13.904	15.06	16.869	0.011561	0.069364	0.373245	0.800991	lehmus
9302	49723.23	23292.48	18.839	13.024312	11.3562	13.361	15.5302	16.906	0.031785	0.119804	0.387123	0.630807	lehmus
9303	49733.77	23301.57	16.959	12.126486	11.3644	12.4915	13.7181	15.8794	0.012695	0.085938	0.266602	0.56543	lehmus
9304	49740.75	23304.85	18.981	13.771024	12.5502	14.02	15.3306	17.5564	0.021834	0.131878	0.468996	0.878603	lehmus
9305	49747.91	23308.68	18.769	14.145822	12.9892	14.255	15.6374	17.6168	0.001026	0.030769	0.178462	0.491282	lehmus
9306	49753.38	23314.23	19.174	13.733563	12.4688	13.727	15.3576	16.8882	0.003584	0.033453	0.270012	0.658303	lehmus
9307	49759.36	23317.52	19.412	14.431266	13.537	14.643	15.984	17.8185	0.001912	0.024857	0.162524	0.424474	lehmus
9308	49767.2	23321.74	19.828	14.257197	12.8996	14.3435	15.7733	17.7932	0	0.009141	0.112431	0.403108	lehmus
9309	49772.95	23326.5	18.949	13.268109	11.8553	13.9395	15.0793	16.4531	0.0025	0.135	0.32125	0.6775	lehmus
9310	49709.6	23301.44	18.432	12.889494	11.0527	13.6165	15.03	16.9671	0.026452	0.138065	0.347742	0.582581	lehmus
9311	49715.29	23307.56	18.843	7.658329	3.8646	4.702	11.2074	16.049	0.608767	0.682004	0.808876	0.950721	lehmus
9312	49724.31	23312.12	18.302	12.568712	10.2714	12.454	14.7556	16.8748	0	0.057329	0.341368	0.594788	lehmus
9313	49732.33	23316.93	17.743	12.847614	11.158	13.105	14.8174	16.1154	0.011494	0.092999	0.401254	0.702194	lehmus
9314	49740.61	23320.49	20.299	14.013583	11.9472	14.0145	16.175	18.1399	0.009047	0.118818	0.418577	0.743667	lehmus
9315	49745.73	23325.31	18.913	13.294961	11.4764	13.545	15.2784	17.3898	0.012128	0.103638	0.372657	0.663727	lehmus
9316	49751.69	23328.55	18.738	13.290806	11.5936	13.265	16.1058	17.6599	0.021062	0.131868	0.356227	0.64011	lehmus
9317	49759.49	23332.52	19.303	13.187993	11.3173	13.548	15.1646	17.4338	0.019967	0.133111	0.34609	0.653078	lehmus
9318	49765.49	23336.77	18.482	12.362287	10.6364	12.287	14.251	16.1852	0.019627	0.235525	0.598626	0.890088	lehmus
9319	49782.37	23331.02	18.519	12.677326	10.3578	12.802	15.1118	16.9512	0.007373	0.127189	0.439631	0.595392	lehmus
9320	49789.97	23335.77	18.795	12.749766	10.9328	12.886	14.4822	16.8538	0.016565	0.212729	0.567568	0.904098	lehmus
9321	49799.18	23340.92	18.17	11.629934	9.5138	12.393	13.9492	16.3962	0.111198	0.323414	0.626468	0.913078	lehmus
9322	49805.05	23346.38	17.146	11.468279	9.616	11.494	13.511	15.551	0.039755	0.286442	0.593272	0.909276	lehmus
9323	49814.44	23350.08	18.417	13.228619	11.617	14.018	15.342	16.8004	0.055615	0.158289	0.438503	0.895187	lehmus
9324	49818.95	23354.52	18.17	13.368756	11.8185	14.236	15.5373	16.6945	0.022026	0.101322	0.226872	0.464758	lehmus
9325	49826.95	23359.36	19.813	14.165795	12.3159	15.099	16.5508	18.0105	0.012972	0.137972	0.321934	0.527123	lehmus
9326	49836.12	23366.07	19.655	13.726783	11.891	14.122	15.918	18.001	0.026334	0.118163	0.33761	0.655638	lehmus
9327	49843.66	23370.78	15.946	10.913597	9.8522	11.465	12.7578	14.2301	0.073896	0.201536	0.505758	0.894434	lehmus
9328	49851.18	23375.79	17.538	11.290288	9.4635	11.2095	14.025	15.6155	0.104405	0.329527	0.604405	0.91925	lehmus
9329	49859.5	23379.87	17.094	10.893672	9.1298	11.11	13.1602	14.9482	0.083415	0.32581	0.633955	0.932287	lehmus
9330	49868.4	23385.88	16.073	9.161603	6.971	9.957	11.8676	13.845	0.27428	0.434365	0.688367	0.951974	lehmus
9331	49774.73	23343.21	17.087	11.02287	9.1522	10.504	12.675	14.931	0.020382	0.350318	0.676433	0.924841	lehmus
9332	49783.73	23347.93	17.363	12.408813	10.495	12.7505	14.4328	16.1236	0.029412	0.154412	0.473346	0.835478	lehmus
9333	49789.54	23351.01	15.334	10.190225	8.1386	10.053	12.125	14.1844	0.052271	0.372751	0.603256	0.881748	lehmus
9334	49797.49	23357.45	18.451	12.328069	10.4706	12.53	14.7172	17.0102	0.103797	0.253165	0.551899	0.820253	lehmus
9335	49805.48	23361.04	17.24	10.234741	8.5821	10.312	12.1259	14.7479	0.12855	0.404335	0.747384	0.967862	lehmus
9336	49812.25	23366.87	13.365	9.630886	8.4504	9.655	10.6686	12.4062	0	0.026275	0.15456	0.469861	lehmus
9337	49819.81	23368.99	19.045	12.525708	11.4078	12.941	14.8768	16.7497	0.092123	0.272363	0.627503	0.929907	lehmus
9338	49827.9	23377.33	15.004	9.472	7.7229	9.6825	11.3247	13.3213	0.153191	0.324468	0.634043	0.888298	lehmus
9339	49835.78	23381.56	14.142	9.665931	8.0513	9.8775	11.4626	13.4538	0.106299	0.30315	0.559055	0.822835	lehmus
9340	49841.09	23385.36	14.354	9.173617	8.215	9.018	9.9622	12.1974	0.03631	0.280667	0.757605	0.947988	lehmus
9341	49851.73	23391.56	13.041	8.688125	6.8102	8.103	10.7476	12.0254	0.021978	0.205128	0.505495	0.637363	lehmus
9342	49860.85	23396.16	17.669	11.104944	9.1096	10.988	12.9952	15.5082	0.035692	0.240451	0.542267	0.808391	lehmus
9343	49880.12	23392.54	17.174	10.925306	9.126	11.106	13.11	15.1885	0.070941	0.356753	0.668486	0.937244	lehmus
9345	49895.41	23404.06	19.931	13.137735	11.0764	13.018	15.9666	17.879	0.080321	0.282731	0.546988	0.923695	lehmus
9346	49903.62	23407.3	19.654	12.757168	10.3058	12.825	14.9398	17.483	0.052414	0.343448	0.65931	0.914483	lehmus
9347	49911.49	23411.4	21.014	14.822015	12.9978	15.207	17.1334	19.0374	0.006628	0.231152	0.504557	0.898923	lehmus
9348	49920.13	23419.28	21.42	16.266348	14.6512	16.704	18.614	19.9646	0.006819	0.104238	0.408183	0.826108	lehmus
9349	49928.05	23421.71	20.399	15.035375	13.4924	15.741	17.0802	18.678	0.007111	0.075556	0.275556	0.605333	lehmus
9350	49941.26	23431.88	20.524	14.010641	12.1167	14.2485	16.1027	18.3633	0.040323	0.204094	0.562655	0.914392	lehmus
9351	49946.92	23435.88	18.804	13.426794	11.6381	14.065	15.8923	17.266	0.009375	0.219531	0.45	0.813281	lehmus
9352	49955.25	23439.69	18.381	13.31256	11.4308	13.4535	15.1603	16.9879	0.003053	0.133588	0.493893	0.845038	lehmus
9353	49961.48	23444.3	15.7	12.066334	11.2764	12.239	13.4212	14.5964	0.001473	0.035346	0.138439	0.412371	lehmus
9354	49967.9	23448.46	18.261	12.548688	10.961	12.19	14.538	16.0772	0	0.039837	0.223698	0.574055	lehmus
9355	49974.02	23454.69	16.634	12.573305	11.1312	12.664	14.1638	15.4236	0.000918	0.00551	0.143251	0.473829	lehmus
9356	49981.52	23456.71	16.766	12.589598	10.9485	12.984	14.2888	15.7446	0	0.006897	0.106897	0.354023	lehmus
9357	49987.46	23461.44	16.983	11.70585	9.7938	11.646	13.594	15.9018	0.00663	0.127072	0.341436	0.635359	lehmus
9358	49870.88	23403.35	19.656	13.608776	11.3492	14.0295	16.3361	17.8933	0.002789	0.177824	0.33682	0.59205	lehmus
9359	49881	23409.01	19.381	12.231214	9.799	12.669	15.1004	16.9638	0.109258	0.368641	0.582152	0.943286	lehmus
9360	49888.18	23415.01	16.128	11.732677	10.36	11.855	13.404	15.027	0	0.027293	0.220524	0.411572	lehmus
9361	49895.79	23419.36	20.103	13.883322	12.055	14.0725	16.0004	17.9309	0.027741	0.180978	0.538309	0.914135	lehmus
9362	49904.2	23425.5	20.864	14.631199	12.5244	14.865	16.889	19.1126	0	0.07055	0.244463	0.482363	lehmus
9363	49914.37	23431.34	23.252	17.611727	16.4626	18.397	20.0644	21.7199	0.006934	0.039291	0.183359	0.368259	lehmus
9364	49919.41	23434.34	21.559	14.694979	13.3295	15.385	17.3778	19.4552	0.083936	0.200434	0.52026	0.907381	lehmus
9365	49926.51	23437.72	19.373	12.972249	11.1284	13.631	15.0096	17.1732	0.074205	0.258657	0.575265	0.932155	lehmus
9366	49931.92	23442.85	14.808	10.119067	9.0648	10.192	11.3368	12.8918	0.004796	0.098321	0.306954	0.652278	lehmus
9368	49947.9	23451.74	16.334	11.554662	9.6668	12.076	13.5276	15.4143	0.034562	0.25576	0.495392	0.832949	lehmus
9369	49953.72	23455.7	17.469	12.90695	11.3684	13.188	14.6512	16.0974	0.003192	0.085395	0.41261	0.777334	lehmus
9370	49961.69	23459.11	18.054	12.932129	11.558	13.141	15.163	16.8306	0.049912	0.172637	0.509102	0.832648	lehmus
9371	49967.29	23463.96	10.701	6.834767	5.9874	6.752	7.4394	8.9442	0.01084	0.214092	0.593496	0.869919	lehmus
9372	49976.54	23468.91	14.357	9.742738	8.0338	9.935	11.4112	13.2852	0.053057	0.324106	0.600923	0.880046	lehmus
9373	49982.96	23473.21	17.66	11.416884	9.8837	11.7875	13.82	15.5483	0.106667	0.296444	0.628	0.951556	lehmus
9374	49996.51	23467.01	15.369	10.406182	9.4862	10.447	11.5366	13.5808	0.028436	0.224645	0.669194	0.931754	lehmus
9375	50003.96	23471.01	18.059	11.830576	9.6612	11.7695	14.3126	16.3601	0.070896	0.326866	0.609701	0.902985	lehmus
9376	50008.91	23473.56	16.022	10.342974	8.7984	10.657	12.222	14.2197	0.078689	0.334426	0.647541	0.944262	lehmus
